Name,Date of First Email Sent,Day of First Email Sent,Date of First Received Email,Date of Last Interaction,Current Stage,Previous Stage,Stages (Grouped),Response,State,Region,Tuition,Role,Grade,Financial Aid %,Sent Email Count,Received Email Count,Date Created,Outreach Type,Last Email From,# of families that we connected',Calls,Newsletter?
St. Paul's Episcopal Day School,2024/05/06 11:33 PM,Monday,,2024/06/30 1:17 PM,Received Summer Drip,"Received Summer Drip, Sent Intro MM, Imported","New Contacts, Sent Mail Merges",No response yet,MO,Midwest,15 - 20K,Dean of Students,,30,10,0,2024/05/06 4:53 AM,,precious@efcoachtutors.com,,,
St. Peter's School,2024/01/10 12:15 AM,Wednesday,,2024/07/03 8:22 AM,Received Summer Drip,"Received Summer Drip, Sent Intro MM, Imported","New Contacts, Sent Mail Merges",No response yet,PA,Northeast,30 - 35K,Learning Support Staff,,24%,10,0,2024/01/09 5:24 AM,,precious@efcoachtutors.com,,,Sent
St. Pius X High School,2024/03/23 1:06 AM,Saturday,2024/07/06 1:26 AM,2024/07/05 10:26 AM,Received Summer Drip,"Received Summer Drip, Sent Unresponsive -- Intro, Sent Intro MM, Imported","New Contacts, Sent Mail Merges",No response yet,TX,South,15 - 20K,Counselor,,30,16,1,2024/03/22 6:33 AM,,boylesj@stpiusx.org,,,Sent
St. Rose High School,2024/04/15 11:01 PM,Monday,,2024/07/05 10:22 AM,Received Summer Drip,"Received Summer Drip, Sent Unresponsive -- Intro, Sent Intro MM, Imported","New Contacts, Sent Mail Merges",No response yet,NJ,Northeast,10 - 15K,"Counselor, Moderator - SADD",,,7,0,2024/04/13 5:02 AM,,precious@efcoachtutors.com,,,
St. Stephen's Episcopal School - Houston,2024/03/29 10:12 PM,Friday,,2024/06/29 12:54 PM,Received Summer Drip,"Received Summer Drip, Sent Intro MM, Imported","New Contacts, Sent Mail Merges",No response yet,TX,South,20 - 25K,School Counselor,,15,10,0,2024/03/29 6:09 AM,,precious@efcoachtutors.com,,,Sent
St. Thomas Aquinas Catholic School,2024/04/08 11:07 PM,Monday,,2024/07/05 10:21 AM,Received Summer Drip,"Received Summer Drip, Sent Unresponsive -- Intro, Sent Intro MM, Imported","New Contacts, Sent Mail Merges",No response yet,TX,South,10 - 15K,Learning Specialist,,,9,0,2024/04/06 7:16 AM,,precious@efcoachtutors.com,,,
St. Thomas Aquinas High School,2024/03/23 1:11 AM,Saturday,2024/04/23 10:19 PM,2024/07/05 10:26 AM,Received Summer Drip,"Received Summer Drip, Sent Unresponsive -- Intro, Sent Intro MM, Imported","New Contacts, Sent Mail Merges",No response yet,NJ,Northeast,15 - 20K,"School Counselor, Peer Leadership Teacher",,,14,2,2024/03/22 6:33 AM,,ckarabin@stahs.net,,,Sent
St. Thomas High School,2024/03/23 1:10 AM,Saturday,2024/07/16 2:20 AM,2024/07/05 10:26 AM,Received Summer Drip,"Received Summer Drip, Sent Unresponsive -- Intro, Sent Intro MM, Imported","New Contacts, Sent Mail Merges",No response yet,TX,South,20 - 25K,Dean of Students Coordinator,,33,14,1,2024/03/22 6:33 AM,,precious@efcoachtutors.com,,,Sent
Star Academy for the Gifted and Talented,2024/03/15 10:37 PM,Friday,2024/03/15 10:37 PM,2024/06/29 12:54 PM,Received Summer Drip,"Blocked, Received Summer Drip, Sent Intro MM, Imported","New Contacts, Sent Mail Merges, Blocked/Unsubscribe",No response yet,MA,Northeast,20 - 25K,Head of Academic Affairs,,,10,1,2024/03/14 1:45 PM,,precious@efcoachtutors.com,,,Sent
Staten Island Academy,2024/03/02 11:34 PM,Saturday,,2024/07/04 9:29 AM,Received Summer Drip,"Received Summer Drip, Sent Unresponsive -- Intro, Sent Intro MM, Imported","New Contacts, Sent Mail Merges",No response yet,NY,Northeast,35 - 40K,Learning Specialist,,41,13,0,2024/02/29 12:23 PM,,tpelosi@statenislandacademy.org,,,Sent
Steamboat Mountain School,2024/01/29 11:39 PM,Monday,,2024/07/03 8:26 AM,Received Summer Drip,"Received Summer Drip, Sent Intro MM, Imported","New Contacts, Sent Mail Merges",No response yet,CO,West,30 - 35K,Upper School Learning Support Coordinator,,40,11,0,2024/01/26 3:16 PM,,precious@efcoachtutors.com,,,Sent
Stella K. Abraham High School for Girls,2024/03/08 11:43 PM,Friday,,2024/07/04 9:30 AM,Received Summer Drip,"Received Summer Drip, Sent Unresponsive -- Intro, Sent Intro MM, Imported","New Contacts, Sent Mail Merges",No response yet,NY,Northeast,20 - 25K,Director of Student Programs,,,7,0,2024/03/07 11:35 AM,,precious@efcoachtutors.com,,,Sent
Stony Brook School,2023/11/14 11:37 PM,Tuesday,2024/02/24 12:02 AM,2024/07/03 8:19 AM,Received Summer Drip,"Received Summer Drip, Sent Intro MM, Imported","New Contacts, Sent Mail Merges",No response yet,NY,Northeast,40 - 45K,"Mathematics Faculty
Director of Learning Services",,,14,3,2023/11/13 11:00 PM,,precious@efcoachtutors.com,,,Sent
Strake Jesuit College Preparatory,2024/03/23 1:03 AM,Saturday,,2024/07/05 10:18 AM,Received Summer Drip,"Received Summer Drip, Sent Unresponsive -- Intro, Sent Intro MM, Imported","New Contacts, Sent Mail Merges",No response yet,TX,South,25 - 30K,Academic & Personal Counselor,,20,14,0,2024/03/22 6:33 AM,,precious@efcoachtutors.com,,,Sent
Stratton Mountain School,2024/03/23 1:13 AM,Saturday,,2024/07/04 9:20 AM,Received Summer Drip,"Received Summer Drip, Sent Unresponsive -- Intro, Sent Intro MM, Imported","New Contacts, Sent Mail Merges",No response yet,VT,Northeast,35 - 40K,Head of School,,"45K, Boarding 53k",9,0,2024/03/22 6:33 AM,,precious@efcoachtutors.com,,,Sent
Summit School,2024/03/08 11:35 PM,Friday,2024/07/05 12:23 AM,2024/07/04 9:23 AM,Received Summer Drip,"Received Summer Drip, Sent Unresponsive -- Intro, Sent Intro MM, Imported","New Contacts, Sent Mail Merges",No response yet,MD,South,35 - 40K,School Psychologist,,,8,1,2024/03/07 11:35 AM,,tpino@summitqueens.com,,,Sent
Sunfield Farm & Waldorf School,2024/04/15 11:13 PM,Monday,,2024/07/05 10:23 AM,Received Summer Drip,"Received Summer Drip, Sent Unresponsive -- Intro, Sent Intro MM, Imported","New Contacts, Sent Mail Merges",No response yet,WA,West,10 - 15K,Head of School,,30,7,0,2024/04/13 5:02 AM,,precious@efcoachtutors.com,,,
Sunny Hollow Montessori School,2024/04/29 11:11 PM,Monday,2024/04/29 11:11 PM,2024/06/28 9:53 AM,Received Summer Drip,"Blocked, Received Summer Drip, Sent Intro MM, Imported","New Contacts, Sent Mail Merges, Blocked/Unsubscribe",No response yet,MN,Midwest,15 - 20K,Educational Assistant,,,9,1,2024/04/27 8:36 AM,,precious@efcoachtutors.com,,,
Taft School,2023/11/14 11:38 PM,Tuesday,,2024/07/03 8:27 AM,Received Summer Drip,"Received Summer Drip, Sent Intro MM, Imported","New Contacts, Sent Mail Merges",No response yet,CT,Northeast,50 - 55K,Upper Mid Class Dean; Learning Specialist,,,13,0,2023/11/13 11:00 PM,,precious@efcoachtutors.com,,,Sent
Takoma Academy,2024/04/29 11:03 PM,Monday,,2024/06/30 1:21 PM,Received Summer Drip,"Received Summer Drip, Sent Intro MM, Imported","New Contacts, Sent Mail Merges",No response yet,MD,South,10 - 15K,Academic Specialist,,,10,0,2024/04/27 8:36 AM,,precious@efcoachtutors.com,,,
"Talcott Mountain Academy of Science, Mathematics and Technology",2024/03/23 1:07 AM,Saturday,,2024/07/04 9:18 AM,Received Summer Drip,"Received Summer Drip, Sent Unresponsive -- Intro, Sent Intro MM, Imported","New Contacts, Sent Mail Merges",No response yet,CT,Northeast,25 - 30K,Academy Dean,,20,7,0,2024/03/22 6:33 AM,,precious@efcoachtutors.com,,,Sent
Tenney School,2024/03/29 10:00 PM,Friday,,2024/06/29 12:57 PM,Received Summer Drip,"Received Summer Drip, Sent Intro MM, Imported","New Contacts, Sent Mail Merges",No response yet,TX,South,30 - 35K,Counselor,,5,15,0,2024/03/29 6:09 AM,,precious@efcoachtutors.com,,,Sent
Thacher Montessori School,2024/03/15 10:38 PM,Friday,,2024/07/04 9:24 AM,Received Summer Drip,"Received Summer Drip, Sent Unresponsive -- Intro, Sent Intro MM, Imported","New Contacts, Sent Mail Merges",No response yet,MA,Northeast,25 - 30K,Learning Support Instructor,,,7,0,2024/03/14 1:45 PM,,precious@efcoachtutors.com,,,Sent
The German International School of Portland,2024/02/16 11:35 PM,Friday,,2024/07/03 8:21 AM,Received Summer Drip,"Received Summer Drip, Sent Intro MM, Imported","New Contacts, Sent Mail Merges",No response yet,OR,West,15 - 20K,The Children's Program Consultant,,16,7,0,2024/02/15 1:55 PM,,precious@efcoachtutors.com,,,Sent
The King's Academy,2024/02/16 11:44 PM,Friday,,2024/07/06 11:27 AM,Received Summer Drip,"Received Summer Drip, Sent Intro MM, Imported","New Contacts, Sent Mail Merges",No response yet,FL,South,25 - 30K,MS Academic Support Specialist,,12,13,0,2024/02/15 1:55 PM,,precious@efcoachtutors.com,,,Sent
The Kinkaid School,2024/03/23 1:01 AM,Saturday,,2024/07/05 10:22 AM,Received Summer Drip,"Received Summer Drip, Sent Unresponsive -- Intro, Sent Intro MM, Imported","New Contacts, Sent Mail Merges",No response yet,TX,South,30 - 35K,"Learning Specialist, Middle School",,,7,0,2024/03/22 6:33 AM,,precious@efcoachtutors.com,,,Sent
The Loomis Chaffee School,2023/11/15 12:30 AM,Wednesday,,2024/07/03 8:23 AM,Received Summer Drip,"Received Summer Drip, Sent Intro MM, Imported","New Contacts, Sent Mail Merges",No response yet,CT,Northeast,45 - 50K,Counselor,,,14,0,2023/11/13 11:00 PM,,precious@efcoachtutors.com,,,Sent
The Marylhurst School,2024/02/16 11:31 PM,Friday,,2024/07/03 8:21 AM,Received Summer Drip,"Received Summer Drip, Sent Intro MM, Imported","New Contacts, Sent Mail Merges",No response yet,OR,West,15 - 20K,Head of School,,11,7,0,2024/02/15 1:55 PM,,precious@efcoachtutors.com,,,Sent
The Master's Academy,2024/02/19 11:30 PM,Monday,,2024/06/29 12:57 PM,Received Summer Drip,"Received Summer Drip, Sent Intro MM, Imported","New Contacts, Sent Mail Merges",No response yet,FL,South,15 - 20K,Upper School Principal,,9,10,0,2024/02/15 1:55 PM,,precious@efcoachtutors.com,,,Sent
The Quarry Lane School,2023/11/07 12:06 AM,Tuesday,2024/05/31 10:07 PM,2024/06/29 1:01 PM,Received Summer Drip,"Received Summer Drip, Sent Intro MM, Imported","New Contacts, Sent Mail Merges",No response yet,CA,West,45 - 50K,Academic & College Counselor,,,15,1,2023/11/03 1:58 PM,,precious@efcoachtutors.com,,,Sent
The University of Chicago Laboratory Schools,2023/11/02 1:05 AM,Thursday,2023/11/03 11:34 PM,2024/07/03 8:21 AM,Received Summer Drip,"Received Summer Drip, Sent Intro MM, Contact Later, Shared/will share our info with families, Imported","New Contacts, Sent Mail Merges, Outreached our Services",No response yet,IL,Midwest,40 - 45K,"High School, Counselor, Learning & Counseling",,,18,4,2023/11/01 9:36 AM,,precious@efcoachtutors.com,,,Sent
The Westwood School,2023/11/15 12:30 AM,Wednesday,,2024/07/03 8:24 AM,Received Summer Drip,"Received Summer Drip, Sent Intro MM, Imported","New Contacts, Sent Mail Merges",No response yet,TX,South,20 - 25K,School and College Counselor,,,18,0,2023/11/13 11:00 PM,,precious@efcoachtutors.com,,,Sent
Thetford Academy,2024/03/23 1:12 AM,Saturday,,2024/07/05 10:22 AM,Received Summer Drip,"Received Summer Drip, Sent Unresponsive -- Intro, Sent Intro MM, Imported","New Contacts, Sent Mail Merges",No response yet,VT,Northeast,20 - 25K,English Faculty and Teaching and Learning Coordinator,,,7,0,2024/03/22 6:33 AM,,precious@efcoachtutors.com,,,Sent
Thomas Jefferson School,2024/05/06 11:36 PM,Monday,,2024/06/28 9:58 AM,Received Summer Drip,"Received Summer Drip, Sent Intro MM, Imported","New Contacts, Sent Mail Merges",No response yet,MO,Midwest,35 - 40K,School Counselor,,"43, Boarding 70K",11,0,2024/05/06 4:53 AM,,precious@efcoachtutors.com,,,
Thornton-Donovan School,2024/03/08 11:46 PM,Friday,,2024/07/04 9:30 AM,Received Summer Drip,"Received Summer Drip, Sent Unresponsive -- Intro, Sent Intro MM, Imported","New Contacts, Sent Mail Merges",No response yet,NY,Northeast,25 - 30K,Headmaster,,,7,0,2024/03/07 11:35 AM,,precious@efcoachtutors.com,,,Sent
Timothy Christian School,2024/04/15 11:30 PM,Monday,,2024/07/05 10:23 AM,Received Summer Drip,"Received Summer Drip, Sent Unresponsive -- Intro, Sent Intro MM, Imported","New Contacts, Sent Mail Merges",No response yet,NJ,Northeast,10 - 15K,Guidance Counselor,,24,7,0,2024/04/13 5:02 AM,,precious@efcoachtutors.com,,,
TMI Episcopal,2024/03/23 1:12 AM,Saturday,2024/07/06 1:21 AM,2024/07/05 10:21 AM,Received Summer Drip,"Received Summer Drip, Sent Unresponsive -- Intro, Sent Intro MM, Imported","New Contacts, Sent Mail Merges",No response yet,TX,South,25 - 30K,Director of College Counseling,,"30k, Boarding 58k",16,1,2024/03/22 6:33 AM,,s.murphy@tmi-sa.org,,,Sent
Totino-Grace High School,2024/04/29 11:09 PM,Monday,2024/06/29 12:50 AM,2024/07/06 11:31 AM,Received Summer Drip,"Received Summer Drip, Sent Intro MM, Imported","New Contacts, Sent Mail Merges",No response yet,MN,Midwest,15 - 20K,School Counselor,,43,10,2,2024/04/27 8:36 AM,,sarah.dunfee@totinograce.org,,,
Touchstone Community School,2024/03/15 10:54 PM,Friday,2024/07/05 12:21 AM,2024/07/04 9:21 AM,Received Summer Drip,"Received Summer Drip, Sent Unresponsive -- Intro, Sent Intro MM, Imported","New Contacts, Sent Mail Merges",No response yet,MA,Northeast,20 - 25K,Head of School,,35,7,1,2024/03/14 1:45 PM,,sallyk@touchstoneschool.com,,,Sent
Tower School,2024/03/15 10:36 PM,Friday,,2024/07/04 9:25 AM,Received Summer Drip,"Received Summer Drip, Sent Unresponsive -- Intro, Sent Intro MM, Imported","New Contacts, Sent Mail Merges",No response yet,MA,Northeast,35 - 40K,Learning Skills Teacher,,40,9,0,2024/03/14 1:45 PM,,precious@efcoachtutors.com,,,Sent
Trilok School,2024/03/08 11:55 PM,Friday,2024/03/08 11:55 PM,2024/06/29 12:55 PM,Received Summer Drip,"Blocked, Received Summer Drip, Sent Intro MM, Imported","New Contacts, Sent Mail Merges, Blocked/Unsubscribe",No response yet,NY,Northeast,15 - 20K,Education Director,,,10,1,2024/03/07 11:35 AM,,precious@efcoachtutors.com,,,Sent
Trinity Christian School,2024/03/29 10:01 PM,Friday,,2024/06/29 1:02 PM,Received Summer Drip,"Received Summer Drip, Sent Intro MM, Imported","New Contacts, Sent Mail Merges",No response yet,TX,South,10 - 15K,Elementary and Middle School Counselor,,,15,0,2024/03/29 6:09 AM,,precious@efcoachtutors.com,,,Sent
Trinity Classical Academy,2024/05/06 11:32 PM,Monday,,2024/07/06 11:24 AM,Received Summer Drip,"Received Summer Drip, Sent Intro MM, Imported","New Contacts, Sent Mail Merges",No response yet,CA,West,20 - 25K,Student Accounts Coordinator,,36,12,0,2024/05/06 4:53 AM,,precious@efcoachtutors.com,,,
Trinity Hall,2024/04/15 11:32 PM,Monday,2024/06/15 12:39 AM,2024/07/05 10:23 AM,Received Summer Drip,"Received Summer Drip, Sent Unresponsive -- Intro, Sent Intro MM, Imported","New Contacts, Sent Mail Merges",No response yet,NJ,Northeast,20 - 25K,School Counselor,,,7,2,2024/04/13 5:02 AM,,cpetit@trinityhallnj.org,,,
Trinity High School,2024/03/23 1:05 AM,Saturday,,2024/07/05 10:22 AM,Received Summer Drip,"Received Summer Drip, Sent Unresponsive -- Intro, Sent Intro MM, Imported","New Contacts, Sent Mail Merges",No response yet,NH,Northeast,10 - 15K,Guidance Counselor,,,8,0,2024/03/22 6:33 AM,,precious@efcoachtutors.com,,,Sent
Trinity Preparatory School of Florida,2024/02/24 11:04 PM,Saturday,,2024/07/06 11:19 AM,Received Summer Drip,"Received Summer Drip, Sent Intro MM, Imported","New Contacts, Sent Mail Merges",No response yet,FL,South,25 - 30K,Director of Learning and Instruction,,24,9,0,2024/02/22 12:26 PM,,precious@efcoachtutors.com,,,Sent
Trinity School,2024/04/29 11:00 PM,Monday,,2024/06/28 9:56 AM,Received Summer Drip,"Received Summer Drip, Sent Intro MM, Imported","New Contacts, Sent Mail Merges",No response yet,MD,South,15 - 20K,School Counselor,,30,7,0,2024/04/27 8:36 AM,,precious@efcoachtutors.com,,,
Trinity School of Midland,2024/03/23 1:10 AM,Saturday,,2024/07/05 10:18 AM,Received Summer Drip,"Received Summer Drip, Sent Unresponsive -- Intro, Sent Intro MM, Imported","New Contacts, Sent Mail Merges",No response yet,TX,South,20 - 25K,Head of Middle School,,19,7,0,2024/03/22 6:33 AM,,precious@efcoachtutors.com,,,Sent
Trinity Valley School,2024/03/23 1:07 AM,Saturday,,2024/07/05 10:21 AM,Received Summer Drip,"Received Summer Drip, Sent Unresponsive -- Intro, Sent Intro MM, Imported","New Contacts, Sent Mail Merges",No response yet,TX,South,25 - 30K,"Middle School Counselor, LCSW",,17,7,0,2024/03/22 6:33 AM,,precious@efcoachtutors.com,,,Sent
Tuxedo Park School,2024/03/08 11:52 PM,Friday,,2024/07/06 11:19 AM,Received Summer Drip,"Received Summer Drip, Sent Intro MM, Imported","New Contacts, Sent Mail Merges",No response yet,NY,Northeast,35 - 40K,Director of Learning Support,,48,13,0,2024/03/07 11:35 AM,,precious@efcoachtutors.com,,,Sent
TVT Community Day School,2024/05/06 11:31 PM,Monday,,2024/06/30 1:18 PM,Received Summer Drip,"Received Summer Drip, Sent Intro MM, Imported","New Contacts, Sent Mail Merges",No response yet,CA,West,30 - 35K,Director of Academics,,33,9,0,2024/05/06 4:53 AM,,precious@efcoachtutors.com,,,
Union Catholic High School,2024/04/15 11:14 PM,Monday,,2024/07/05 10:27 AM,Received Summer Drip,"Received Summer Drip, Sent Unresponsive -- Intro, Sent Intro MM, Imported","New Contacts, Sent Mail Merges",No response yet,NJ,Northeast,20 - 25K,Counselor,,,7,0,2024/04/13 5:02 AM,,precious@efcoachtutors.com,,,
University Lake School,2024/02/16 11:31 PM,Friday,,2024/07/03 8:25 AM,Received Summer Drip,"Received Summer Drip, Sent Intro MM, Imported","New Contacts, Sent Mail Merges",No response yet,WI,Midwest,20 - 25K,Head of Middle School,,40,7,0,2024/02/15 1:55 PM,,precious@efcoachtutors.com,,,Sent
University School,2024/01/10 12:17 AM,Wednesday,,2024/07/03 8:22 AM,Received Summer Drip,"Received Summer Drip, Sent Intro MM",Sent Mail Merges,No response yet,PA,Northeast,20 - 25K,Support Services,,,10,0,2024/01/09 5:24 AM,,precious@efcoachtutors.com,,,Sent
University School of Milwaukee,2023/11/15 12:30 AM,Wednesday,,2024/07/03 8:25 AM,Received Summer Drip,"Received Summer Drip, Sent Intro MM, Imported","New Contacts, Sent Mail Merges",No response yet,WI,Midwest,30 - 35K,Middle School Academic Resource Center Teacher,,23,17,0,2023/11/13 11:00 PM,,precious@efcoachtutors.com,,,Sent
Unquowa School,2024/03/15 10:42 PM,Friday,,2024/07/04 9:21 AM,Received Summer Drip,"Received Summer Drip, Sent Unresponsive -- Intro, Sent Intro MM, Imported","New Contacts, Sent Mail Merges",No response yet,CT,Northeast,30 - 35K,Head of School,,20,7,0,2024/03/14 1:45 PM,,precious@efcoachtutors.com,,,Sent
UPrep,2024/01/30 12:20 AM,Tuesday,,2024/07/06 11:25 AM,Received Summer Drip,"Received Summer Drip, Sent Intro MM, Imported","New Contacts, Sent Mail Merges",No response yet,WA,West,40 - 45K,Upper School Learning Specialist,,17,14,0,2024/01/26 3:16 PM,,precious@efcoachtutors.com,,,Sent
Ursuline Academy,2023/11/02 1:06 AM,Thursday,2023/11/08 2:43 AM,2024/07/03 8:23 AM,Received Summer Drip,"Received Summer Drip, Sent Intro MM, Contact Later, Engaged, Imported","New Contacts, Sent Mail Merges, Warm Leads",No response yet,MO,Midwest,15 - 20K,Counselor,,40,26,4,2023/11/01 9:36 AM,,nbook@ursulinestl.org,,,Sent
Ursuline Academy of Dallas,2024/03/23 1:05 AM,Saturday,,2024/07/05 10:19 AM,Received Summer Drip,"Received Summer Drip, Sent Unresponsive -- Intro, Sent Intro MM, Imported","New Contacts, Sent Mail Merges",No response yet,TX,South,25 - 30K,Dean of Students,,24,14,0,2024/03/22 6:33 AM,,precious@efcoachtutors.com,,,Sent
Ursuline School,2024/03/02 11:35 PM,Saturday,2024/03/02 11:35 PM,2024/07/06 11:18 AM,Received Summer Drip,"Received Summer Drip, Sent Intro MM, Imported","New Contacts, Sent Mail Merges",No response yet,NY,Northeast,20 - 25K,"Asst Principal, Student Life",,30,13,1,2024/02/29 12:23 PM,,precious@efcoachtutors.com,,,Sent
Vail Mountain School,2024/01/29 11:37 PM,Monday,,2024/07/03 8:22 AM,Received Summer Drip,"Received Summer Drip, Sent Intro MM, Imported","New Contacts, Sent Mail Merges",No response yet,CO,West,35 - 40K,Student Support Services,,26,10,0,2024/01/26 3:16 PM,,precious@efcoachtutors.com,,,Sent
Vanguard Preparatory School,2024/04/08 11:13 PM,Monday,,2024/07/05 10:24 AM,Received Summer Drip,"Received Summer Drip, Sent Unresponsive -- Intro, Sent Intro MM, Imported","New Contacts, Sent Mail Merges",No response yet,TX,South,20 - 25K,Principal of Education and Student Services,,15,7,0,2024/04/06 7:16 AM,,precious@efcoachtutors.com,,,
Veritas Christian Academy,2024/03/15 10:56 PM,Friday,2024/03/15 10:56 PM,2024/06/29 1:04 PM,Received Summer Drip,"Blocked, Received Summer Drip, Sent Intro MM, Imported","New Contacts, Sent Mail Merges, Blocked/Unsubscribe",No response yet,NJ,Northeast,10 - 15K,Principal,,25,17,1,2024/03/14 1:45 PM,,precious@efcoachtutors.com,,,Sent
Veritas Christian Academy of Houston,2024/03/29 11:06 PM,Friday,,2024/06/29 1:05 PM,Received Summer Drip,"Received Summer Drip, Sent Intro MM, Imported","New Contacts, Sent Mail Merges",No response yet,TX,South,10 - 15K,Head of School,,10,11,0,2024/03/29 6:09 AM,,precious@efcoachtutors.com,,,Sent
Villa Duchesne,2023/11/15 12:30 AM,Wednesday,,2024/07/03 8:21 AM,Received Summer Drip,"Received Summer Drip, Sent Intro MM, Imported","New Contacts, Sent Mail Merges",No response yet,MO,Midwest,25 - 30K,Learning Specialist,,,13,0,2023/11/13 11:00 PM,,precious@efcoachtutors.com,,,Sent
Villa Maria Academy High School,2024/01/10 12:39 AM,Wednesday,,2024/07/06 11:23 AM,Received Summer Drip,"Received Summer Drip, Sent Intro MM, Imported","New Contacts, Sent Mail Merges",No response yet,PA,Northeast,25 - 30K,Academic Support,,,12,0,2024/01/09 5:24 AM,,precious@efcoachtutors.com,,,Sent
Villa Victoria Academy,2024/04/15 11:36 PM,Monday,,2024/07/05 10:19 AM,Received Summer Drip,"Received Summer Drip, Sent Unresponsive -- Intro, Sent Intro MM, Imported","New Contacts, Sent Mail Merges",No response yet,NJ,Northeast,15 - 20K,Guidance,,28,7,0,2024/04/13 5:02 AM,,precious@efcoachtutors.com,,,
Villa Walsh Academy,2024/04/15 11:37 PM,Monday,,2024/07/05 10:20 AM,Received Summer Drip,"Received Summer Drip, Sent Unresponsive -- Intro, Sent Intro MM, Imported","New Contacts, Sent Mail Merges",No response yet,NJ,Northeast,25 - 30K,Student Assistance Counselor,,,7,0,2024/04/13 5:02 AM,,precious@efcoachtutors.com,,,
Village Christian School,2024/05/06 11:34 PM,Monday,,2024/07/06 11:27 AM,Received Summer Drip,"Received Summer Drip, Sent Intro MM, Imported","New Contacts, Sent Mail Merges",No response yet,CA,West,15 - 20K,Middle School Counselor (Grades 6-8),,,12,0,2024/05/06 4:53 AM,,precious@efcoachtutors.com,,,
Village School,2023/11/15 12:30 AM,Wednesday,,2024/07/03 8:21 AM,Received Summer Drip,"Received Summer Drip, Sent Intro MM, Imported","New Contacts, Sent Mail Merges",No response yet,TX,South,30 - 35K,Director of middle school,,,16,0,2023/11/13 11:00 PM,,precious@efcoachtutors.com,,,Sent
Village School - Montessori,2024/04/22 11:03 PM,Monday,,2024/06/30 1:12 PM,Received Summer Drip,"Received Summer Drip, Sent Intro MM, Imported","New Contacts, Sent Mail Merges",No response yet,NJ,Northeast,25 - 30K,Head of School,,,10,0,2024/04/20 6:38 AM,,precious@efcoachtutors.com,,,
Vineyard Montessori School,2024/03/15 10:36 PM,Friday,,2024/07/04 9:18 AM,Received Summer Drip,"Received Summer Drip, Sent Unresponsive -- Intro, Sent Intro MM, Imported","New Contacts, Sent Mail Merges",No response yet,MA,Northeast,10 - 15K,Head of School,,23,7,0,2024/03/14 1:45 PM,,precious@efcoachtutors.com,,,Sent
Visitation Academy,2024/05/06 11:36 PM,Monday,,2024/06/30 1:18 PM,Received Summer Drip,"Received Summer Drip, Sent Intro MM, Imported","New Contacts, Sent Mail Merges",No response yet,MO,Midwest,25 - 30K,Learning Consultant,,22,9,0,2024/05/06 4:53 AM,,precious@efcoachtutors.com,,,
Visitation School,2024/04/29 11:12 PM,Monday,2024/07/01 4:18 AM,2024/06/30 1:18 PM,Received Summer Drip,"Received Summer Drip, Sent Intro MM, Imported","New Contacts, Sent Mail Merges",No response yet,MN,Midwest,20 - 25K,9-12 Guidance Counselor,,40,10,1,2024/04/27 8:36 AM,,kcross@vischool.org,,,
Waldo International School & World of ABC Preschool,2024/04/22 11:40 PM,Monday,,2024/06/30 1:14 PM,Received Summer Drip,"Received Summer Drip, Sent Intro MM, Imported","New Contacts, Sent Mail Merges",No response yet,NJ,Northeast,20 - 25K,Counselor/PreK 3 Teacher,,,10,0,2024/04/20 6:38 AM,,precious@efcoachtutors.com,,,
Waldorf School of Garden City,2023/11/14 11:36 PM,Tuesday,2024/07/03 11:20 PM,2024/07/03 8:20 AM,Received Summer Drip,"Received Summer Drip, Sent Intro MM, Imported","New Contacts, Sent Mail Merges",No response yet,NY,Northeast,35 - 40K,Counselor,,,13,1,2023/11/13 11:00 PM,,gelbm@waldorfgarden.org,,,Sent
Waldorf School of Saratoga Springs,2024/03/08 11:10 PM,Friday,,2024/07/04 9:24 AM,Received Summer Drip,"Received Summer Drip, Sent Unresponsive -- Intro, Sent Intro MM, Imported","New Contacts, Sent Mail Merges",No response yet,NY,Northeast,15 - 20K,Specialty Teacher,,,7,0,2024/03/07 11:35 AM,,precious@efcoachtutors.com,,,Sent
Waldorf School of the Peninsula - Mountain View Campus,2024/05/06 11:32 PM,Monday,2024/05/27 9:51 PM,2024/07/06 11:32 AM,Received Summer Drip,"Received Summer Drip, Sent Intro MM, Imported","New Contacts, Sent Mail Merges",No response yet,CA,West,35 - 40K,School Director,,,11,1,2024/05/06 4:53 AM,,precious@efcoachtutors.com,,,
Wardlaw + Hartridge School,2024/01/30 12:21 AM,Tuesday,,2024/07/03 8:19 AM,Received Summer Drip,"Received Summer Drip, Sent Intro MM, Imported","New Contacts, Sent Mail Merges",No response yet,NJ,Northeast,45 - 50K,Middle and Upper School Learning Specialist,,51,14,0,2024/01/26 3:16 PM,,precious@efcoachtutors.com,,,Sent
Wasatch Academy,2024/04/29 11:03 PM,Monday,2024/06/29 12:52 AM,2024/07/06 11:30 AM,Received Summer Drip,"Received Summer Drip, Sent Intro MM, Imported","New Contacts, Sent Mail Merges",No response yet,UT,West,35 - 40K,Learning Services Director,,"39, Boarding 71K",8,1,2024/04/27 8:36 AM,,precious@efcoachtutors.com,,,
Washington Christian Academy,2024/04/22 11:02 PM,Monday,,2024/06/30 1:20 PM,Received Summer Drip,"Received Summer Drip, Sent Intro MM, Imported","New Contacts, Sent Mail Merges",No response yet,MD,South,15 - 20K,Head of School,,,7,0,2024/04/20 6:38 AM,,precious@efcoachtutors.com,,,
